,,,P卷,,,,,,,,,,,,,,,,,,
,,,姓名,1,2,6,7,9,10,11,12,13,14,15,18,19,21,22,23,24,25
AB卷,年级,院区,标准答案,D,D,D,C,D,B,D,E,B,D,A,C,C,E,B,D,D,C
A,1,A,1,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,0,0
A,2,A,2,0,2,0,0,2,0,2,2,2,0,2,0,2,0,2,2,0,2
A,2,A,3,0,0,2,2,2,2,2,2,2,0,0,2,0,0,0,2,0,0
A,1,A,4,0,0,2,2,0,0,0,2,2,0,2,0,2,0,0,2,0,2
A,1,A,5,0,2,2,2,2,0,2,2,2,0,2,0,2,0,2,2,0,0
A,1,A,6,0,0,2,2,0,0,2,2,0,0,2,2,2,0,0,2,2,2
A,2,A,7,0,2,2,2,2,2,2,2,2,0,2,0,0,2,2,2,2,2
A,3,A,8,0,2,2,0,2,0,2,2,2,2,2,2,2,0,2,2,2,0
A,3,A,9,0,2,2,2,2,0,2,2,2,2,2,0,2,0,2,2,0,2
A,2,A,10,0,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,0
A,1,A,11,0,2,2,2,2,0,2,2,0,0,2,2,2,0,0,0,2,2
A,2,A,12,0,0,2,2,2,2,2,2,0,2,2,2,2,2,0,2,0,2
A,1,B,13,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0
A,2,A,14,0,2,2,2,2,2,2,2,2,0,2,2,0,2,2,2,0,2
A,1,B,15,0,2,2,0,2,2,2,0,2,0,2,2,0,0,0,0,0,2
A,1,B,16,0,0,2,2,2,0,2,2,2,0,2,0,0,0,2,2,0,0
A,2,B,17,0,2,2,2,2,0,2,2,2,0,2,0,2,0,2,0,0,2
A,1,B,18,0,2,2,2,2,2,2,2,2,0,2,0,0,0,0,2,2,2
A,3,B,19,0,2,2,2,2,0,2,2,2,0,0,0,0,0,2,2,2,0
A,3,B,20,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,0
A,3,A,21,0,0,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,0
A,2,A,22,0,0,2,2,2,2,2,2,2,2,2,0,2,0,0,0,0,0
A,2,B,23,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0
A,2,B,24,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2
A,3,B,25,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2
B,1,A,26,0,2,2,2,2,0,2,2,2,0,2,2,2,0,2,2,2,0
B,3,A,27,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0
B,3,A,28,0,2,2,2,2,0,2,2,2,2,2,2,0,0,2,2,2,2
B,2,B,29,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
B,2,B,30,0,2,2,0,2,0,2,2,2,0,2,2,2,0,2,2,0,2
B,1,B,31,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2
B,1,B,32,0,0,0,2,2,0,2,0,0,2,0,0,0,0,0,2,2,0
B,1,A,33,0,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2
B,2,A,34,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
B,2,B,35,0,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0
B,1,B,36,0,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2
B,2,B,37,0,2,2,2,2,0,2,2,2,2,2,0,2,0,2,2,2,2
B,2,A,38,0,2,2,0,2,0,2,2,2,0,0,2,2,0,2,2,0,0
B,3,B,39,0,0,0,2,2,2,2,2,2,0,0,2,2,0,2,2,2,0
B,2,A,40,2,2,2,0,2,0,2,2,0,2,2,0,2,2,2,2,2,0
B,2,A,41,2,2,2,2,2,0,0,2,2,2,2,0,2,0,2,2,0,0
B,2,A,42,0,2,2,2,2,2,2,0,0,0,2,2,2,0,2,0,2,2
B,3,A,43,0,0,0,2,2,0,2,0,0,0,2,0,0,0,2,0,0,0
B,1,A,44,0,2,2,2,2,2,2,2,2,0,2,0,2,0,2,2,0,2
B,1,A,45,0,2,2,2,0,0,2,2,2,0,2,2,2,0,2,2,0,2
B,2,A,46,0,0,2,2,0,2,2,2,2,0,2,0,2,2,2,2,2,0
B,1,A,47,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
B,1,A,48,0,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0
B,1,A,49,0,2,0,2,2,2,2,2,2,2,0,2,0,0,0,0,0,2
B,3,A,50,2,0,2,2,2,0,0,0,2,0,0,2,2,0,2,2,2,2
,,,,8,68,90,86,92,48,92,88,84,38,86,62,72,30,74,82,50,54
