,,,P卷,,,,,,,,
,,,姓名,43,44,45,46,47,48,49,50
AB卷,年级,院区,标准答案,ABCE,ABDE,ACE,ABCD,BDE,B,BD,BD
A,1,A,1,ABCE,ABCE,ACE,ACDE,BD,B,ABD,BCD
A,2,A,2,BCE,ABDE,ACE,BC,BDE,B,BC,ABC
A,2,A,3,ACE,CDE,BCE,ABDE,BDE,B,D,BCD
A,1,A,4,ABCE,ABDE,BCDE,ABCE,ABCDE,C,BCD,ABCDE
A,1,A,5,ABCE,ACDE,BCE,ABCDE,BDE,B,BD,ABCDE
A,1,A,6,ABCE,ABCE,ABCDE,ABCDE,BD,B,AD,ABCD
A,2,A,7,ABCE,ABCDE,ABCDE,ABCD,BDE,C,ABD,ABD
A,3,A,8,ABCE,ABCDE,ABCDE,ABCDE,BDE,B,BD,BDE
A,3,A,9,ABCE,ABDE,BCDE,ABCE,BDE,B,B,BDE
A,2,A,10,ABCE,ACDE,ABCDE,ABCD,BDE,C,BD,BC
A,1,A,11,ABE,BCDE,ABCDE,ABC,ABDE,B,CD,BCDE
A,2,A,12,ABC,AB,ACE,E,BDE,D,ABD,BD
A,1,B,13,ABCE,ABCDE,ACDE,ABCE,BDE,C,BCD,ABC
A,2,A,14,ABCE,ABCDE,ACDE,E,BDE,B,D,BD
A,1,B,15,ABCE,CDE,ABCDE,ABCE,BDE,B,AB,BC
A,1,B,16,ABCE,ABCDE,ABCDE,ABCDE,BD,B,BD,BCDE
A,2,B,17,B,BC,AC,AB,BDE,B,A,ABCDE
A,1,B,18,ABE,ACE,ACD,AB,BE,B,AB,AD
A,3,B,19,ABCE,CDE,BC,BC,BD,C,CD,BCD
A,3,B,20,AB,ABCDE,ABC,ABCE,BDE,B,BD,AB
A,3,A,21,BE,ACDE,AC,ABDE,BD,B,BD,BC
A,2,A,22,BC,BD,BC,BC,BC,C,BD,AB
A,2,B,23,ABE,ABCDE,ACDE,ABCD,BE,B,AD,BCD
A,2,B,24,ABCE,ABCDE,AC,ABCDE,ABCDE,B,AB,ABCDE
A,3,B,25,ABE,ABCDE,ACE,ACDE,E,B,AD,BCD
B,1,A,26,ABCE,ACDE,ACDE,ABC,BDE,C,BD,DE
B,3,A,27,ABE,ACDE,ABCE,C,BCD,B,AB,BC
B,3,A,28,ABCE,ABCDE,ACE,ABCD,BDE,B,B,BCD
B,2,B,29,ACE,ABCDE,ACE,ABCD,BD,D,BD,BCD
B,2,B,30,ABCE,ABCDE,ABCDE,ABCE,ABCDE,C,AB,ABCDE
B,1,B,31,ABC,BC,BCD,ACE,BCE,B,BC,ABC
B,1,B,32,AE,AC,BD,BC,AD,B,BC,BC
B,1,A,33,ABCE,ABCDE,ACDE,AB,BDE,B,AD,BD
B,2,A,34,ABCE,ABCDE,ACDE,ABC,BDE,B,BD,ABCD
B,2,B,35,ABCE,ACDE,ACDE,ACD,BDE,B,AB,BCD
B,1,B,36,ABCE,ACE,AE,ABE,BD,B,ABD,BD
B,2,B,37,ABCE,BCDE,ABCDE,ACD,BDE,C,B,BC
B,2,A,38,ABCE,BCE,BC,ABE,BDE,B,AB,BC
B,3,B,39,ABCE,ACD,ABC,ABCE,ABD,B,B,BCD
B,2,A,40,ABCE,ABCE,ACDE,ABCE,ABD,C,BD,BCE
B,2,A,41,ABCE,ABCDE,ABCE,ABCE,DE,C,B,BCD
B,2,A,42,ABCE,ABCDE,ABCDE,ABCD,ABCDE,B,AD,ABCDE
B,3,A,43,CD,ABDE,D,C,D,D,BC,BC
B,1,A,44,ABCE,ABDE,ABCDE,BCE,BD,B,D,B
B,1,A,45,ABC,ABCDE,ABCDE,ACE,BDE,C,BD,ABC
B,2,A,46,ABCE,ABCDE,ABCDE,ABD,ABDE,C,BD,BC
B,1,A,47,ABCE,ACDE,ABCE,ABCE,BDE,B,BD,BC
B,1,A,48,CD,ABCDE,BCE,ABCD,BDE,B,BD,BC
B,1,A,49,ABDE,ACE,A,E,BDE,B,ABD,AC
B,3,A,50,BCD,ABC,CD,AB,BD,B,B,BD
